Chrom,Start,Stop,GeneID,Num,Strand
chr7,103812523,103812655,Hbb-bt,0,-
chr7,103851753,103851873,Hbb-y,0,-
chr18,36504926,36506364,Hbegf,0,-
chr12,31929382,31930677,Hbp1,0,-
chr11,32300756,32300873,Hbq1a,0,+
chr11,32287642,32287912,Hbq1b,0,+
chr10,21310519,21311198,Hbs1l,0,+
chr2,34983330,34983677,Hc,0,-
chr5,123876735,123878570,Hcar1,0,-
chr5,123863569,123864355,Hcar2,0,-
chrX,169311530,169312823,Hccs,0,-
chrX,73942791,73944437,Hcfc1,0,-
chr17,23675019,23675524,Hcfc1r1,0,+
chr10,82741312,82741392,Hcfc2,0,+
chr2,153151149,153151441,Hck,0,+
chr16,36962749,36963214,Hcls1,0,+
chr13,117976234,117981028,Hcn1,0,+
chr10,79735540,79736108,Hcn2,0,+
chr3,89146774,89147598,Hcn3,0,-
chr9,58860763,58860955,Hcn4,0,+
chr11,100761692,100761793,Hcrt,0,-
chr4,130130216,130130840,Hcrtr1,0,-
chr9,76225879,76228150,Hcrtr2,0,-
chr7,30417711,30417805,Hcst,0,-
chr4,129516103,129516608,Hdac1,0,-
chr15,89124174,89124588,Hdac10,0,-
chr6,91173264,91174683,Hdac11,0,+
chr10,37001559,37001888,Hdac2,0,+
chr18,37936970,37937613,Hdac3,0,-
chr1,91932748,91933346,Hdac4,0,-
chr11,102195746,102195868,Hdac5,0,-
chrX,7930121,7930468,Hdac6,0,-
chr15,97792663,97793696,Hdac7,0,-
chrX,102284639,102285145,Hdac8,0,-
chr12,34047581,34052300,Hdac9,0,-
chr2,126593659,126593960,Hdc,0,-
chr10,31327978,31328086,Hddc2,0,+
chr7,80345778,80346097,Hddc3,0,+
chr3,87914908,87916132,Hdgf,0,+
chr13,26768171,26769236,Hdgfl1,0,-
chr17,56100453,56100604,Hdgfrp2,0,+
chr7,81881255,81886077,Hdgfrp3,0,-
chr18,50567655,50567955,Hdhd1a,0,-
chr18,76970714,76972171,Hdhd2,0,+
chr4,62499053,62499181,Hdhd3,0,-
chr1,93405939,93408172,Hdlbp,0,-
chrX,111575203,111577272,Hdx,0,-
chr13,12438677,12438893,Heatr1,0,+
chr8,88170981,88171943,Heatr3,0,+
chr12,51875872,51877311,Heatr5a,0,-
chr17,78752905,78753031,Heatr5b,0,-
chr11,83781722,83783754,Heatr6,0,+
chr11,83511678,83511761,Heatr9,0,-
chr6,135137518,135137888,Hebp1,0,-
chr10,18540122,18541133,Hebp2,0,-
chr10,17900465,17902212,Heca,0,-
chr12,51743721,51744520,Hectd1,0,-
chr19,36618844,36621135,Hectd2,0,+
chr4,117003366,117005277,Hectd3,0,+
chr13,14226437,14230648,Hecw1,0,-
chr1,53806873,53813221,Hecw2,0,-
chr16,33766810,33768195,Heg1,0,+
chr10,120083607,120084811,Helb,0,-
chr19,38967827,38968277,Hells,0,+
chr5,100762147,100762498,Helq,0,-
chr8,46292047,46292235,Helt,0,-
chr11,107686719,107686943,Helz,0,+
chr2,181227614,181228744,Helz2,0,-
chr4,46393988,46394596,Hemgn,0,-
chr9,107327081,107328035,Hemk1,0,-
chr3,108960338,108960776,Henmt1,0,+
chr9,37384811,37386571,Hepacam,0,+
chr6,3457088,3457912,Hepacam2,0,-
chrX,96530535,96531423,Heph,0,+
chr9,15051840,15053617,Hephl1,0,-
chr9,66508324,66508775,Herc1,0,+
chr7,56231132,56231798,Herc2,0,+
chr6,58918921,58920396,Herc3,0,+
chr10,63317488,63317881,Herc4,0,+
chr6,57662914,57665136,Herc6,0,+
chr8,94394755,94395358,Herpud1,0,+
chr9,25108129,25108843,Herpud2,0,-
chr16,30067428,30067796,Hes1,0,+
chr4,152160549,152162469,Hes2,0,+
chr4,152285971,152286887,Hes3,0,-
chr4,154961675,154962371,Hes5,0,+
chr1,91411482,91412057,Hes6,0,-
chr11,69122994,69123259,Hes7,0,+
chr14,27002104,27002325,Hesx1,0,+
chr9,59564884,59565105,Hexa,0,+
chr13,97176330,97176528,Hexb,0,-
chr11,121222420,121222656,Hexdc,0,+
chr11,103117992,103119724,Hexim1,0,+
chr11,103139065,103139908,Hexim2,0,+
chr3,8663358,8664495,Hey1,0,-
chr10,30832358,30833735,Hey2,0,-
chr4,123246630,123249870,Heyl,0,+
chr13,23703840,23704385,Hfe,0,-
chr3,96528690,96529216,Hfe2,0,+
chr5,106840196,106840658,Hfm1,0,-
chr16,37631825,37632026,Hgd,0,+
chr5,16572642,16573434,Hgf,0,+
chr5,35048339,35048436,Hgfac,0,+
chr15,76370684,76371411,Hgh1,0,+
chr11,120483499,120483984,Hgs,0,+
chr8,25944458,25945133,Hgsnat,0,-
chr1,192512827,192513883,Hhat,0,-
chr9,121784015,121784240,Hhatl,0,-
chr19,37439805,37440731,Hhex,0,+
chr8,79965850,79972332,Hhip,0,-
chr12,108328212,108328300,Hhipl1,0,+
chr1,183436480,183437053,Hhipl2,0,+
chr15,65922442,65923084,Hhla1,0,-
chr3,116631166,116632273,Hiat1,0,-
chr13,65065029,65066612,Hiatl1,0,-
chr6,52546229,52546903,Hibadh,0,-
chr1,52920378,52920860,Hibch,0,+
chr11,75164564,75165379,Hic1,0,-
chr16,17259168,17263430,Hic2,0,+
chr11,115347708,115348468,Hid1,0,-
chr12,73945703,73947530,Hif1a,0,+
chr19,44571158,44576274,Hif1an,0,+
chr7,17030992,17035867,Hif3a,0,-
chr9,121848559,121849633,Higd1a,0,-
chr11,102837969,102838039,Higd1b,0,+
chr15,100383791,100383955,Higd1c,0,+
chr13,54590890,54591147,Higd2a,0,+
chr6,29274900,29275449,Hilpda,0,+
chr11,94968393,94968456,Hils1,0,+
chr9,44295672,44296195,Hinfp,0,-
chr11,54870353,54870496,Hint1,0,+
chr4,43654226,43654319,Hint2,0,-
chr10,30608206,30608390,Hint3,0,-
chr5,135406518,135411216,Hip1,0,-
chr5,124002165,124003215,Hip1r,0,+
chr3,103739814,103743947,Hipk1,0,-
chr6,38697839,38698134,Hipk2,0,-
chr2,104426481,104429854,Hipk3,0,-
chr7,27530867,27531174,Hipk4,0,+
chr16,18969556,18970308,Hira,0,+
chr7,126864897,126865122,Hirip3,0,+
chr13,23764358,23764412,Hist1h1a,0,+
chr13,21779831,21779882,Hist1h1b,0,-
chr13,23739487,23739531,Hist1h1c,0,+
chr13,23555755,23555807,Hist1h1d,0,+
chr13,23621776,23621837,Hist1h1e,0,-
chr13,23696495,23696545,Hist1h1t,0,+
chr13,23934851,23934913,Hist1h2aa,0,+
chr13,23751525,23751592,Hist1h2ab,0,+
chr13,23683472,23683524,Hist1h2ac,0,-
chr13,23574863,23574915,Hist1h2ad,0,+
chr13,23570662,23570715,Hist1h2ae,0,-
chr13,23534303,23534378,Hist1h2af,0,+
chr13,22042477,22042534,Hist1h2ag,0,-
chr13,22035121,22035165,Hist1h2ah,0,-
chr13,21716814,21716859,Hist1h2ai,0,+
chr13,21753376,21753434,Hist1h2ak,0,-
chr13,21786771,21786825,Hist1h2an,0,-
chr13,21833023,21833082,Hist1h2ao,0,-
chr13,21833023,21833082,Hist1h2ap,0,-
chr13,23933724,23933772,Hist1h2ba,0,-
chr13,23747175,23747223,Hist1h2bb,0,+
chr13,23692175,23692480,Hist1h2bc,0,+
chr13,23583669,23585575,Hist1h2be,0,-
chr13,23573759,23573809,Hist1h2bf,0,-
chr13,23571813,23571863,Hist1h2bg,0,+
chr13,23542922,23542971,Hist1h2bh,0,-
chr13,22043610,22043658,Hist1h2bj,0,+
chr13,22036267,22036320,Hist1h2bk,0,+
chr13,21715712,21715762,Hist1h2bl,0,-
chr13,21722478,21722526,Hist1h2bm,0,+
chr13,21754503,21754553,Hist1h2bn,0,+
chr13,21789063,21789213,Hist1h2bp,0,+
chr13,21835842,21837530,Hist1h2bq,0,+
chr13,21835842,21837530,Hist1h2br,0,+
chr13,23761884,23761942,Hist1h3a,0,-
chr13,23752790,23752840,Hist1h3b,0,+
chr13,23745041,23745086,Hist1h3c,0,-
chr13,23576212,23576266,Hist1h3d,0,+
chr13,23561895,23561954,Hist1h3e,0,-
chr13,23544895,23544954,Hist1h3f,0,+
chr13,23535856,23535909,Hist1h3g,0,+
chr13,21718069,21718115,Hist1h3h,0,+
chr13,21782914,21782959,Hist1h3i,0,-
chr13,23760794,23760845,Hist1h4a,0,-
chr13,23757332,23757386,Hist1h4b,0,+
chr13,23698083,23698137,Hist1h4c,0,-
chr13,23581913,23581969,Hist1h4d,0,+
chr13,23551285,23551331,Hist1h4f,0,-
chr13,23531426,23531478,Hist1h4h,0,+
chr13,22040959,22041011,Hist1h4i,0,-
chr13,21750144,21750193,Hist1h4k,0,-
chr13,21812095,21812150,Hist1h4m,0,+
chr13,21831792,21831846,Hist1h4n,0,-
chr3,96245973,96246052,Hist2h2aa1,0,+
chr3,96245973,96246052,Hist2h2aa2,0,+
chr3,96220308,96220353,Hist2h2ab,0,+
chr3,96220412,96220454,Hist2h2ac,0,-
chr3,96270132,96270192,Hist2h2bb,0,+
chr3,96221546,96223738,Hist2h2be,0,+
chr3,96269104,96269155,Hist2h3b,0,+
chr3,96247296,96247348,Hist2h3c1,0,+
chr3,96247296,96247348,Hist2h3c2,0,+
chr3,96262933,96262992,Hist2h4,0,-
chr11,58955130,58955192,Hist3h2a,0,+
chr11,58949320,58949372,Hist3h2ba,0,+
chr6,136803992,136804067,Hist4h4,0,-
chr13,42184513,42185026,Hivep1,0,+
chr10,14149736,14151378,Hivep2,0,+
chr4,120134351,120135411,Hivep3,0,+
chr1,88258855,88265180,Hjurp,0,-
chr10,62268854,62269908,Hk1,0,-
chr6,82725026,82727309,Hk2,0,-
chr13,55005984,55006170,Hk3,0,-
chr10,62383136,62383774,Hkdc1,0,-
chr16,94129305,94131793,Hlcs,0,-
chr11,90336534,90340758,Hlf,0,-
chr3,20116724,20118491,Hltf,0,+
chr1,184727144,184727508,Hlx,0,-
chr14,64822217,64823560,Hmbox1,0,-
chr9,44336347,44336671,Hmbs,0,-
chr6,87936326,87936613,Hmces,0,+
chr1,150562501,150563526,Hmcn1,0,-
chr9,56494532,56496936,Hmg20a,0,+
chr10,81346045,81346464,Hmg20b,0,-
chr17,27562491,27563672,Hmga1,0,+
chr17,27562491,27563671,Hmga1-rs1,0,+
chr10,120361274,120364251,Hmga2,0,-
chr1,176834623,176836133,Hmga2-ps1,0,-
chr5,149047226,149048736,Hmgb1,0,-
chr8,57514127,57515999,Hmgb2,0,+
chrX,71559804,71560673,Hmgb3,0,+
chr4,128260211,128260227,Hmgb4,0,-
chr4,135962210,135962617,Hmgcl,0,+
chr9,76133865,76136350,Hmgcll1,0,+
chr13,96648961,96650578,Hmgcr,0,-
chr13,119706478,119708260,Hmgcs1,0,+
chr3,98309029,98310738,Hmgcs2,0,+
chr16,96121587,96122375,Hmgn1,0,-
chr4,133964738,133965537,Hmgn2,0,-
chr9,83109941,83110415,Hmgn3,0,-
chrX,109004536,109005108,Hmgn5,0,-
chr18,61131276,61132139,Hmgxb3,0,-
chr8,75030033,75031972,Hmgxb4,0,+
chr10,80031048,80031471,Hmha1,0,+
chr11,40701387,40702838,Hmmr,0,-
chr8,75100019,75100593,Hmox1,0,+
chr16,4766105,4766249,Hmox2,0,+
chr5,35392363,35392872,Hmx1,0,+
chr7,131555980,131556582,Hmx2,0,+
chr7,131544635,131544931,Hmx3,0,+
chr11,115497352,115498150,Hn1,0,-
chr17,24942469,24944490,Hn1l,0,-
chr5,114948979,114950060,Hnf1a,0,-
chr11,83904931,83905917,Hnf1b,0,+
chr2,163570091,163572907,Hnf4a,0,+
chr2,163493803,163494158,Hnf4aos,0,-
chr3,3657176,3659800,Hnf4g,0,+
chr2,24002912,24003592,Hnmt,0,-
chr13,58125878,58127395,Hnrnpa0,0,-
chr15,103244255,103244962,Hnrnpa1,0,+
chr6,51460434,51461433,Hnrnpa2b1,0,-
chr2,75665397,75669407,Hnrnpa3,0,+
chr11,51600099,51601407,Hnrnpab,0,-
chr14,52073379,52075079,Hnrnpc,0,-
chr5,99955934,99961333,Hnrnpd,0,-
chr5,100033578,100034984,Hnrnpdl,0,-
chr6,117925004,117925622,Hnrnpf,0,+
chr11,50385776,50386528,Hnrnph1,0,+
chrX,134606257,134607054,Hnrnph2,0,+
chr10,63014663,63015637,Hnrnph3,0,-
chr13,58391131,58392442,Hnrnpk,0,-
chr7,28821906,28822266,Hnrnpl,0,+
chr17,80029486,80030484,Hnrnpll,0,-
chr17,33646232,33646495,Hnrnpm,0,-
chr4,136340028,136345979,Hnrnpr,0,+
chr1,178328299,178329353,Hnrnpu,0,-
chr7,25722038,25722246,Hnrnpul1,0,-
chr19,8831535,8834142,Hnrnpul2,0,+
chr19,42070337,42070939,Hoga1,0,+
chr13,93402229,93405129,Homer1,0,+
chr7,81600480,81610252,Homer2,0,-
chr8,70293166,70294361,Homer3,0,+
chr14,54852736,54856692,Homez,0,-
chr4,96022337,96024274,Hook1,0,+
chr8,85003011,85003364,Hook2,0,+
chr8,26021420,26031889,Hook3,0,-
chr5,77086985,77087738,Hopx,0,-
chr3,95587380,95587860,Hormad1,0,+
chr11,4346382,4346561,Hormad2,0,-
chr15,102944061,102945831,Hotair,0,-
chr6,52155366,52156733,Hoxa1,0,-
chr6,52231196,52232505,Hoxa10,0,-
chr6,52242104,52243359,Hoxa11,0,-
chr6,52258852,52258903,Hoxa13,0,-
chr6,52162416,52162885,Hoxa2,0,-
chr6,52169061,52169939,Hoxa3,0,-
chr6,52189686,52190341,Hoxa4,0,-
chr6,52201753,52202580,Hoxa5,0,-
chr6,52215623,52215716,Hoxa7,0,-
chr6,52223096,52224243,Hoxa9,0,-
chr11,96367139,96368253,Hoxb1,0,+
chr11,96196229,96196599,Hoxb13,0,+
chr11,96353629,96354014,Hoxb2,0,+
chr11,96346399,96347930,Hoxb3,0,+
chr11,96320328,96321638,Hoxb4,0,+
chr11,96305137,96306121,Hoxb5,0,+
chr11,96291036,96291265,Hoxb5os,0,-
chr11,96300928,96301569,Hoxb6,0,+
chr11,96289630,96290163,Hoxb7,0,+
chr11,96284470,96285325,Hoxb8,0,+
chr11,96274859,96276593,Hoxb9,0,+
chr15,102971075,102971897,Hoxc10,0,+
chr15,102927425,102928814,Hoxc13,0,+
chr15,103035992,103036852,Hoxc4,0,+
chr15,103015442,103017429,Hoxc5,0,+
chr15,103011041,103011881,Hoxc6,0,+
chr15,102992855,102994254,Hoxc8,0,+
chr15,102984139,102984444,Hoxc9,0,+
chr2,74764389,74765142,Hoxd1,0,+
chr2,74694368,74695106,Hoxd10,0,+
chr2,74684138,74687016,Hoxd11,0,+
chr2,74676052,74677705,Hoxd12,0,+
chr2,74670136,74671599,Hoxd13,0,+
chr2,74747079,74748271,Hoxd3,0,+
chr2,74715705,74716130,Hoxd3os1,0,-
chr2,74728587,74729159,Hoxd4,0,+
chr2,74706812,74707932,Hoxd8,0,+
chr2,74699421,74700208,Hoxd9,0,+
chr8,109575127,109575270,Hp,0,-
chr4,138241740,138244682,Hp1bp3,0,+
chr4,129111569,129112427,Hpca,0,-
chr12,17791204,17791926,Hpcal1,0,+
chr4,123190855,123194699,Hpcal4,0,+
chr5,123171806,123171977,Hpd,0,-
chr4,116819906,116820146,Hpdl,0,-
chr8,56320205,56321046,Hpgd,0,+
chr6,65117292,65119923,Hpgds,0,-
chr7,31098724,31099034,Hpn,0,-
chrX,53021114,53021660,Hprt,0,+
chr19,42755195,42755633,Hps1,0,-
chr3,19995944,19996901,Hps3,0,-
chr5,112378130,112378424,Hps4,0,+
chr7,46760465,46761389,Hps5,0,-
chr19,46006043,46006173,Hps6,0,+
chr5,100679485,100680870,Hpse,0,-
chr19,42788594,42788946,Hpse2,0,-
chr7,105591610,105591681,Hpx,0,-
chr14,70572304,70573548,Hr,0,+
chr7,141189933,141191432,Hras,0,-
chr16,29228234,29230530,Hrasls,0,+
chr19,7639121,7639238,Hrasls5,0,+
chr7,45338917,45338972,Hrc,0,+
chr4,43727691,43728110,Hrct1,0,+
chr16,22961584,22961659,Hrg,0,+
chr6,114481226,114483296,Hrh1,0,+
chr13,54221340,54222432,Hrh2,0,+
chr2,180099464,180101416,Hrh3,0,-
chr18,13022581,13022882,Hrh4,0,+
chr5,118184477,118189478,Hrk,0,+
chr3,93332692,93333572,Hrnr,0,+
chr15,34484021,34484478,Hrsp12,0,-
chr12,8342087,8343824,Hs1bp3,0,+
chr3,144431106,144434487,Hs2st1,0,-
chr5,39613934,39614362,Hs3st1,0,-
chr7,121501036,121501768,Hs3st2,0,+
chr11,64520819,64522835,Hs3st3a1,0,+
chr11,63884692,63889126,Hs3st3b1,0,-
chr7,124397462,124398989,Hs3st4,0,+
chr10,36833511,36834394,Hs3st5,0,+
chr17,24758576,24758684,Hs3st6,0,+
chr1,36104221,36106446,Hs6st1,0,+
chrX,51386636,51389469,Hs6st2,0,-
chr14,119869594,119869815,Hs6st3,0,+
chr8,119348035,119348929,Hsbp1,0,+
chr18,80229755,80230555,Hsbp1l1,0,-
chr5,110829069,110829119,Hscb,0,-
chr1,193221640,193222010,Hsd11b1,0,-
chr8,105523419,105523988,Hsd11b2,0,+
chr11,101080254,101080505,Hsd17b1,0,+
chrX,152004329,152004442,Hsd17b10,0,+
chr5,103989764,103990509,Hsd17b11,0,-
chr2,94032696,94033556,Hsd17b12,0,-
chr5,103955441,103956183,Hsd17b13,0,-
chr7,45566829,45567321,Hsd17b14,0,+
chr8,117758945,117759029,Hsd17b2,0,+
chr13,64058273,64058568,Hsd17b3,0,-
chr18,50195944,50196270,Hsd17b4,0,+
chr10,127990935,127991247,Hsd17b6,0,-
chr1,169949536,169953032,Hsd17b7,0,-
chr3,98852193,98852551,Hsd3b1,0,-
chr3,98711106,98711505,Hsd3b2,0,-
chr3,98741475,98741883,Hsd3b3,0,-
chr3,98445683,98446059,Hsd3b4,0,-
chr3,98618635,98619006,Hsd3b5,0,-
chr3,98805503,98805859,Hsd3b6,0,-
chr7,127803201,127803802,Hsd3b7,0,+
chr8,119561977,119564038,Hsdl1,0,-
chr4,59617747,59618694,Hsdl2,0,+
chr15,76500622,76500972,Hsf1,0,+
chr10,57512198,57513143,Hsf2,0,+
chr17,31944768,31946602,Hsf2bp,0,-
chrX,96306866,96307800,Hsf3,0,-
chr8,105275658,105275845,Hsf4,0,+
chr11,87657367,87659542,Hsf5,0,+
chr1,56636050,56636197,Hsfy2,0,-
chr8,72200780,72200958,Hsh2d,0,+
chr12,110691035,110691539,Hsp90aa1,0,-
chr17,45567777,45568014,Hsp90ab1,0,-
chr10,86690840,86691101,Hsp90b1,0,-
chr19,58795750,58799360,Hspa12a,0,-
chr2,131145218,131145983,Hspa12b,0,+
chr16,75755190,75758448,Hspa13,0,-
chr2,3504528,3507749,Hspa14,0,-
chr17,34969358,34969999,Hspa1a,0,-
chr17,34956428,34957078,Hspa1b,0,-
chr17,34978912,34979228,Hspa1l,0,+
chr12,76406435,76406936,Hspa2,0,+
chr11,53259813,53261611,Hspa4,0,-
chr3,40789389,40790365,Hspa4l,0,+
chr2,34776113,34776529,Hspa5,0,+
chr9,40805117,40805199,Hspa8,0,+
chr18,34937414,34938315,Hspa9,0,-
chr5,135889430,135889563,Hspb1,0,+
chr4,107279838,107279888,Hspb11,0,+
chr9,50751071,50751278,Hspb2,0,-
chr13,113662895,113663027,Hspb3,0,-
chr7,30554636,30555439,Hspb6,0,+
chr4,141424058,141425310,Hspb7,0,+
chr5,116408490,116409330,Hspb8,0,-
chr11,100714449,100714575,Hspb9,0,+
chr16,35825398,35828462,Hspbap1,0,+
chr7,4660520,4660770,Hspbp1,0,-
chr1,55077833,55078287,Hspd1,0,-
chr1,55091120,55091317,Hspe1,0,+
chr4,137569664,137570630,Hspg2,0,+
chr5,149616844,149617506,Hsph1,0,-
chr7,49773526,49773999,Htatip2,0,+
chrX,57066854,57067182,Htatsf1,0,+
chr13,105445519,105448133,Htr1a,0,+
chr4,136443586,136444401,Htr1d,0,+
chr16,64924728,64925826,Htr1f,0,-
chr14,74706397,74706859,Htr2a,0,+
chr1,86099036,86099342,Htr2b,0,-
chrX,147194595,147197277,Htr2c,0,+
chr9,48899212,48899691,Htr3a,0,-
chr9,48935007,48935899,Htr3b,0,-
chr18,62464524,62467802,Htr4,0,+
chr5,27851086,27855086,Htr5a,0,+
chr1,121509772,121510387,Htr5b,0,-
chr4,139061408,139061419,Htr6,0,-
chr19,35958728,35960356,Htr7,0,-
chr7,130985131,130985658,Htra1,0,+
chr6,83051266,83051468,Htra2,0,-
chr5,35652025,35652956,Htra3,0,-
chr8,25024927,25025568,Htra4,0,-
chr5,34908845,34912534,Htt,0,+
chr16,90496748,90499553,Hunk,0,+
chr11,8993136,8996849,Hus1,0,-
chr13,30946575,30946843,Hus1b,0,-
chrX,151934383,151935417,Huwe1,0,+
chr5,122240672,122242297,Hvcn1,0,+
chr9,107579414,107580133,Hyal1,0,+
chr9,107572468,107572778,Hyal2,0,+
chr9,107586826,107587359,Hyal3,0,+
chr6,24766094,24766519,Hyal4,0,+
chr6,24891769,24891958,Hyal5,0,+
chr6,24743791,24745452,Hyal6,0,+
chr8,110610057,110610253,Hydin,0,+
chr4,118362657,118362744,Hyi,0,+
chr9,54946526,54949924,Hykk,0,+
chr9,35560820,35561173,Hyls1,0,-
chr9,44391050,44392369,Hyou1,0,+
chr2,121458244,121458440,Hypk,0,+
chrX,9847384,9847500,Hypm,0,+
chr15,100730504,100730884,I730030J21Rik,0,-
chr3,105925890,105926439,I830077J02Rik,0,-
chr12,21323471,21323607,Iah1,0,+
chr6,142303504,142303819,Iapp,0,+
chr13,49733741,49734267,Iars,0,+
chr1,185286661,185287048,Iars2,0,-
chr11,59155368,59158264,Iba57,0,-
chr5,104310573,104311472,Ibsp,0,+
chr9,85687359,85688382,Ibtk,0,-
chr6,8630526,8630675,Ica1,0,-
chr1,59989067,59991123,Ica1l,0,-
chr9,21027946,21028796,Icam1,0,+
chr11,106377655,106377806,Icam2,0,-
chr9,21030494,21030531,Icam4,0,+
chr9,21038900,21039036,Icam5,0,+
chr13,70588688,70589600,Ice1,0,-
chr9,69432169,69433074,Ice2,0,+
chr9,78167754,78172109,Ick,0,+
chr4,152303204,152307126,Icmt,0,+
chr1,60997714,61000321,Icos,0,+
chr10,78077903,78079525,Icosl,0,+
chr11,115410722,115410913,Ict1,0,+
chr2,152737013,152737410,Id1,0,+
chr12,25093798,25094576,Id2,0,-
chr4,136144879,136145392,Id3,0,+
chr13,48262951,48264036,Id4,0,+
chr19,37268740,37270741,Ide,0,-
chr1,65158615,65159464,Idh1,0,-
chr7,80094846,80095115,Idh2,0,-
chr9,54603365,54604662,Idh3a,0,+
chr2,130279308,130279639,Idh3b,0,-
chrX,73778962,73779069,Idh3g,0,-
chr13,8890635,8892396,Idi1,0,+
chr13,8959432,8960935,Idi2,0,+
chr13,58163519,58164693,Idnk,0,+
chr8,24584132,24584401,Ido1,0,-
chr8,24531891,24533602,Ido2,0,-
chrX,70343069,70346200,Ids,0,-
chr5,108683373,108685446,Idua,0,+
chr8,84661330,84662085,Ier2,0,-
chr17,35822310,35822911,Ier3,0,+
chr18,76940568,76941614,Ier3ip1,0,+
chr1,155096366,155098503,Ier5,0,-
chr2,30472640,30472790,Ier5l,0,-
chr6,125160638,125161782,Iffo1,0,+
chr4,139616433,139620382,Iffo2,0,+
chr1,173962568,173962802,Ifi202b,0,-
chr1,173920400,173922535,Ifi203,0,-
chr1,173747293,173747599,Ifi204,0,-
chr1,174011997,174012243,Ifi205,0,-
chr12,103440171,103440245,Ifi27,0,+
chr12,103433872,103434235,Ifi27l2a,0,-
chr12,103450897,103451074,Ifi27l2b,0,-
chr8,70762772,70762974,Ifi30,0,-
chr11,101458392,101458701,Ifi35,0,+
chr3,151730922,151732379,Ifi44,0,-
chr3,151759060,151759640,Ifi44l,0,-
chr11,49096670,49096987,Ifi47,0,+
chr2,62595792,62597908,Ifih1,0,-
chr19,34648857,34650009,Ifit1,0,+
chr19,34592887,34593642,Ifit1bl1,0,-
chr19,34617050,34618813,Ifit1bl2,0,-
chr19,34574474,34576534,Ifit2,0,+
chr19,34588267,34588982,Ifit3,0,+
chr19,34612637,34613401,Ifit3b,0,+
chr7,140969626,140969827,Ifitm1,0,+
chr7,142326109,142328542,Ifitm10,0,-
chr7,140954838,140954984,Ifitm2,0,-
chr7,141009589,141009724,Ifitm3,0,-
chr7,140948961,140949235,Ifitm5,0,-
chr7,141015811,141016003,Ifitm6,0,-
chr16,13981701,13981970,Ifitm7,0,-
chr6,145397234,145397347,Ifltd1,0,-
chr4,88820531,88820565,Ifna11,0,+
chr4,88602579,88602738,Ifna12,0,-
chr4,88643640,88643815,Ifna13,0,-
chr4,88842421,88842459,Ifna4,0,+
chr4,88690598,88690654,Ifnab,0,-
chr16,91505411,91510522,Ifnar1,0,+
chr16,91404414,91405587,Ifnar2,0,+
chr4,88522024,88522225,Ifnb1,0,-
chr4,88879537,88879600,Ifne,0,-
chr10,118445261,118445892,Ifng,0,+
chr10,19609688,19610225,Ifngr1,0,+
chr16,91563005,91564007,Ifngr2,0,+
chr4,35153818,35154019,Ifnk,0,+
chr4,135705862,135708180,Ifnlr1,0,+
chr4,88783334,88783592,Ifnz,0,+
chr12,40203128,40203361,Ifrd1,0,-
chr9,107592555,107593038,Ifrd2,0,+
chr6,115926325,115926699,Ift122,0,+
chr17,25098938,25099497,Ift140,0,+
chr5,31253278,31253334,Ift172,0,-
chr11,78541442,78541473,Ift20,0,+
chr5,136912973,136913244,Ift22,0,+
chr15,78159462,78159609,Ift27,0,-
chr12,86162297,86162459,Ift43,0,+
chr9,44790580,44792714,Ift46,0,+
chr2,163045360,163046135,Ift52,0,+
chr16,49763920,49765126,Ift57,0,+
chr4,94664328,94664698,Ift74,0,+
chr3,68892498,68894070,Ift80,0,-
chr5,122550203,122551020,Ift81,0,-
chr14,57517458,57517936,Ift88,0,+
chrX,100515705,100516125,Igbp1,0,+
chr6,138657091,138657412,Igbp1b,0,-
chr9,65185334,65185870,Igdcc3,0,+
chr9,65135528,65137947,Igdcc4,0,+
chr10,87930700,87937047,Igf1,0,+
chr7,68226401,68233667,Igf1r,0,+
chr7,142650767,142653815,Igf2,0,-
chr11,95957163,95963499,Igf2bp1,0,-
chr16,22059008,22060792,Igf2bp2,0,-
chr6,49085217,49087341,Igf2bp3,0,-
chr17,12682405,12683709,Igf2r,0,-
chr17,24881748,24882008,Igfals,0,+
chr11,7202017,7202546,Igfbp1,0,+
chr1,72852162,72852471,Igfbp2,0,+
chr11,7206090,7207506,Igfbp3,0,-
chr11,99051579,99052643,Igfbp4,0,+
chr1,72858064,72862376,Igfbp5,0,-
chr15,102149302,102149512,Igfbp6,0,+
chr5,77349239,77349479,Igfbp7,0,-
chr4,45809506,45811380,Igfbpl1,0,-
chr7,18181743,18181862,Igfl3,0,+
chr7,30567906,30567962,Igflr1,0,+
chr1,135953577,135954023,Igfn1,0,-
chr19,3259075,3261431,Ighmbp2,0,-
chr18,36301344,36301478,Igip,0,+
chr16,16860670,16860814,Igll1,0,-
chr7,43472906,43474462,Iglon5,0,-
chrX,49792966,49793841,Igsf1,0,-
chr3,59316734,59318465,Igsf10,0,-
chr16,39025195,39027157,Igsf11,0,+
chr4,140026851,140027004,Igsf21,0,-
chr7,19937304,19938244,Igsf23,0,-
chr3,101460037,101463060,Igsf3,0,+
chr16,96403361,96404030,Igsf5,0,+
chr7,121064066,121065460,Igsf6,0,-
chr1,172319583,172319835,Igsf8,0,+
chr1,172498538,172498877,Igsf9,0,+
chr9,27329673,27330135,Igsf9b,0,+
chr11,58207276,58207592,Igtp,0,+
chr1,74945317,74946088,Ihh,0,-
chr18,60391053,60392629,Iigp1,0,+
chr18,36757434,36757639,Ik,0,+
